2024-05-03 15:40:20,                        60,                        32.36246109008789, static/20240503-154019.png
2024-05-11 23:59:03,                        60,                        32.36246109008789, static/20240511-235903.png
2024-05-12 00:02:21,                        21,                        32.479251861572266, static/20240512-000221.png
2024-05-12 00:02:52,                        54,                        31.82621192932129, static/20240512-000252.png
2024-07-12 17:20:15,                        15,                        32.6690673828125, static/20240712-172015.png
2024-07-12 17:22:16,                        14,                        32.95108413696289, static/20240712-172216.png
2024-07-12 17:24:31,                        12,                        32.95108413696289, static/20240712-172431.png
2024-07-12 17:25:30,                        14,                        32.95108413696289, static/20240712-172530.png
2024-07-12 17:32:11,                        1,                        33.387916564941406, static/20240712-173211.png
2024-07-12 17:32:38,                        1,                        33.387916564941406, static/20240712-173238.png
2024-07-12 17:34:16,                        1,                        33.387916564941406, static/20240712-173416.png
2024-07-12 17:47:46,                        15,                        32.6690673828125, static/20240712-174745.png
2024-07-12 18:38:24,                        1,                        33.387916564941406, static/20240712-183823.png
2024-07-12 18:39:02,                        19,                        32.334190368652344, static/20240712-183902.png
2024-07-12 18:39:53,                        11,                        32.1611213684082, static/20240712-183953.png
2024-07-12 18:41:14,                        18,                        32.95108413696289, static/20240712-184114.png
2024-07-12 18:41:37,                        19,                        32.334190368652344, static/20240712-184137.png
2024-07-12 18:41:56,                        19,                        32.334190368652344, static/20240712-184156.png
2024-07-12 18:44:35,                        6,                        32.8685417175293, static/20240712-184435.png
2024-07-12 18:45:06,                        13,                        31.582128524780273, static/20240712-184506.png
2024-07-12 18:45:20,                        13,                        31.582128524780273, static/20240712-184519.png
2024-07-12 18:45:28,                        1,                        33.387916564941406, static/20240712-184528.png
2024-07-12 18:45:56,                        1,                        33.387916564941406, static/20240712-184556.png
2024-07-12 18:47:42,                        12,                        32.95108413696289, static/20240712-184742.png
2024-07-12 18:47:54,                        47,                        32.535606384277344, static/20240712-184754.png
2024-07-20 09:07:27,                        7,                        33.208316802978516, static/20240720-090727.png
2024-07-20 09:13:21,                        7,                        33.208316802978516, static/20240720-091321.png
2024-07-20 09:15:55,                        7,                        33.208316802978516, static/20240720-091555.png
2024-07-20 09:17:46,                        7,                        33.208316802978516, static/20240720-091746.png
2024-07-20 09:19:53,                        7,                        33.208316802978516, static/20240720-091953.png
2024-07-20 09:22:14,                        8,                        32.55403518676758, static/20240720-092214.png
